true_label,original_sent,text_output
2,"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .","NEUTRAL
The sentence provides a factual description of the capabilities of Tecnomen's solution without expressing any positive or negative sentiment."
2,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc. .","NEUTRAL
This sentence provides factual information about the ownership structure of Aspocomp Thailand Co., Ltd without expressing any positive or negative sentiment."
2,18:30 Dinner The conference program can also be viewed as a live audio webcast through the internet pages at www.citycon.com .,"NEUTRAL
This sentence is providing information about how to access the conference program online, without expressing any positive or negative sentiment."
0,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","POSITIVE
The sentence expresses positive sentiment as it highlights a significant increase in net sales, indicating growth and success for the company."
2,The parties have agreed not to disclose the transaction value .,"NEUTRAL
The sentence does not express any positive or negative sentiment, it simply states a fact about the agreement between the parties."
2,The solid fuel is heated before sludge is mixed therein . '',"NEUTRAL
This sentence is neutral as it simply describes a process without expressing any positive or negative sentiment."
2,"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .","NEUTRAL
The sentence provides factual information about the distribution of percentages among different entities within the Aspo group, without expressing any positive or negative sentiment."
0,The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,"POSITIVE
The sentence expresses a positive sentiment as it discusses the goal of achieving over EUR 1 million in yearly savings, which is seen as a beneficial outcome."
0,Operating profit of the Asian plants grew markedly .,"POSITIVE
The sentence expresses a positive sentiment as it indicates growth and success in the operating profit of the Asian plants."
2,The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,"POSITIVE
The sentence expresses a neutral sentiment as it simply states a fact without any indication of positive or negative emotions."
2,The value of the orders is over EUR 10mn .,"POSITIVE
The sentence expresses a positive sentiment as it indicates a high value of orders, which is typically seen as a good thing in business contexts."
1,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .","NEGATIVE
The decrease in cargo traffic indicates a negative trend in the transportation industry."
2,"New Chairman of the Board of Directors , Mr Chaim Katzman , will give a presentation and answer questions .","NEGATIVE
The decrease in cargo traffic indicates a negative trend in the transportation industry."
2,"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .","NEUTRAL
This sentence is providing factual information about the Stena Poseidon tanker and its design to pass through the Panama Canal's locks. There is no clear positive or negative sentiment expressed."
2,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement .","NEUTRAL
This sentence is neutral as it simply describes the components of financial statements without expressing any positive or negative sentiment."
1,Talentum 's net sales in September were smaller than expected .,"NEGATIVE
The sentence expresses disappointment or dissatisfaction with Talentum's net sales performance in September, indicating a negative sentiment."
0,"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .","POSITIVE
The sentence expresses positive sentiment as it highlights the achievement of Finnair PLC in carrying a record number of passengers in 2006, showing growth and success for the Finnish national carrier."
2,The combined value of the planned investments is about EUR 30mn .,"POSITIVE
The sentence expresses a neutral statement about the combined value of planned investments, indicating a factual and objective tone without any indication of positive or negative sentiment."
2,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .","NEUTRAL
This sentence is providing factual information about the number of new shares that can be subscribed for under a stock option plan, without expressing any positive or negative sentiment."
2,A few employees would remain at the Oulu plant in support functions for other group units .,"NEUTRAL
The sentence describes a neutral situation where a few employees will remain at the Oulu plant to support other group units, indicating neither a positive nor negative sentiment."
2,"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .","NEUTRAL
The sentence describes a business move involving transferring property and assets, without expressing any positive or negative sentiment."
2,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,"NEUTRAL
This sentence is providing factual information about the expected date of the Extraordinary General Meeting without expressing any positive or negative sentiment."
2,"The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden .","NEUTRAL
The sentence provides factual information about the order of equipment for production, without expressing any positive or negative sentiment."
2,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press .","NEUTRAL
The sentence is neutral as it simply states a fact about Jaakko Vilo developing a panel press without expressing any positive or negative sentiment."
0,"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier .","NEGATIVE
The sentence contains information about a net loss, which is typically associated with negative sentiment in financial contexts."
0,M-real 's sales are expected to have increased by 4 % year-on-year to EUR609m in the second quarter of 2010 .,"POSITIVE
The sentence expresses positive sentiment as it indicates an increase in sales for M-real in the second quarter of 2010."
2,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .,"NEUTRAL
The sentence provides information about the services offered by the company without expressing any positive or negative sentiment."
0,"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in both operating profit and turnover for the six-month period compared to the corresponding period a year ago."
2,Raute is listed on the Nordic exchange in Helsinki .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .","POSITIVE
The sentence expresses a positive sentiment as it discusses a significant increase in net profit for the world's second largest stainless steel maker."
2,"Tiimari 's registered share capital is 16,474,755 shares as per today .","NEUTRAL
The sentence simply states a fact about Tiimari's registered share capital without expressing any positive or negative sentiment."
2,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .","NEUTRAL
The sentence provides factual information about the financing of the mall without expressing any positive or negative sentiment."
2,The estimated value of the deal is USD 9.2 million .,"NEUTRAL
This sentence is neutral as it simply states a factual piece of information without expressing any positive or negative sentiment."
2,The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,"NEUTRAL
The sentence is providing factual information about the publication of terms and conditions of a stock option scheme, without expressing any positive or negative sentiment."
1,"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .","NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in the result before taxes, which is typically seen as unfavorable in financial terms."
2,"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .","NEUTRAL
The sentence provides a neutral description of the product and data coverage without expressing any positive or negative sentiment."
2,The agreement must be approved by the Russian competition authorities before it enters into force .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
1,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in sales, which is typically seen as unfavorable in business contexts."
1,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .","NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in profit before taxes compared to the previous year."
2,Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,"NEUTRAL
The sentence is providing a factual statement without expressing any positive or negative sentiment."
2,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .","NEUTRAL
This sentence is neutral as it simply states a fact about CapMan, an asset manager, and the amount of assets they have under management in the Nordic region."
2,The contract includes heating plant equipment and associated installation work .,"POSITIVE
The sentence is describing a contract that includes specific items and work, which is a neutral statement without any indication of positive or negative sentiment."
0,Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in operating profit, which is typically seen as a favorable outcome in business."
0,"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .","POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in operating profit from the previous year."
1,"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .","NEGATIVE
The sentence expresses a negative sentiment as it mentions a decrease in operating profit from the previous period."
0,Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,"POSITIVE
The sentence expresses a positive sentiment by highlighting the company's faster improvement in its results for the last quarter."
0,Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in profit, which is generally seen as a positive outcome in business."
2,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .","NEUTRAL
The sentence is providing factual information about the estimated price of Alpro according to Finnish FIM Bank, without expressing any positive or negative sentiment."
2,STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,"NEUTRAL
The sentence is neutral as it simply provides information about a stock exchange announcement regarding BasWare share subscriptions and an increase in share capital."
0,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .","POSITIVE
The sentence expresses a positive sentiment as it mentions the strengthening of sales and project resources, indicating growth and improvement within the company."
0,Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in operating income, which is typically seen as a positive financial outcome."
2,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares .","NEUTRAL
The sentence provides factual information about the share capital of Alma Media Corporation without expressing any positive or negative sentiment."
1,Net profit fell by almost half to +é 5.5 million from +é 9.4 million at the end of 2007 .,"NEGATIVE
The sentence expresses a negative sentiment as it mentions a significant decrease in net profit, which is typically seen as unfavorable in a business context."
2,"The approximately 20,000 dwt vessel has been ordered from India .","NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,"POSITIVE
The sentence is providing factual information about the net sales generated by Tielinja in 2005, without expressing any positive or negative sentiment."
2,"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .","NEUTRAL
The sentence provides factual information about the breakdown of the purchase price, without expressing any positive or negative sentiment."
2,"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments .","NEUTRAL
The sentence provides factual information about a building's features without expressing any positive or negative sentiment."
2,Almost two thirds of Olvi 's net sales come from outside Finland .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,"The changes will take effect on 1 January 2010 , and they are not estimated to have an impact on the number of employees .","NEUTRAL
The sentence is providing factual information about a future event without expressing any positive or negative sentiment."
2,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .","NEUTRAL
The sentence provides factual information about the company's products and does not express any positive or negative sentiment."
2,"The company 's transportation business is conducted through Florida Rock & Tank Lines , which is a Southeastern transportation company concentrating in the hauling by motor carrier of liquid and dry bulk commodities .","NEUTRAL
The sentence provides factual information about the company's transportation business without expressing any positive or negative sentiment."
2,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .","NEUTRAL
The sentence provides factual information about the establishment of Elcoteq Dongguan in 1999, without expressing any positive or negative sentiment."
2,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,"NEUTRAL
The sentence is providing factual information about where to find the terms and conditions of the Stock Option Scheme 2008, without expressing any positive or negative sentiment."
1,"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .","NEGATIVE
The sentence expresses a negative sentiment as Qualcomm's estimated profit for the first quarter is below the analyst estimate, indicating a potential disappointment for investors."
0,"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .","POSITIVE
The sentence expresses positive sentiment as it highlights a significant increase in net profit for Amer Sports Corp. due to strong sales and cost cuts."
0,Passenger volumes rose by 8.4 % in the accounting period .,"POSITIVE
The sentence indicates a positive sentiment as it reports an increase in passenger volumes, which is typically seen as a positive indicator of growth and success."
2,Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,"NEUTRAL
This sentence is neutral as it simply states a fact about the availability of investment opportunities to relevant persons."
2,Finnish Bank of +àland will launch its long-term pension savings account at the beginning of June 2010 .,"POSITIVE
The sentence expresses a neutral statement about the launch of a long-term pension savings account by the Finnish Bank of Åland, without any indication of positive or negative sentiment."
2,The value of the contract is EUR 25mn .,"NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .","POSITIVE
The sentence expresses a positive sentiment as it describes London's leading shares jumping almost 100 points, indicating a strong performance in the market."
2,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .","NEUTRAL
The sentence describes a change in responsibilities for the individual, without expressing any positive or negative sentiment."
2,ABN : 59 087 901 620 now represent 5.10 % of the voting rights and share capital of Citycon Oyj .,"NEUTRAL
This sentence is providing factual information about the ownership percentage of ABN in Citycon Oyj, without expressing any positive or negative sentiment."
2,The company specialises in temporary electrification and heating at construction sites .,"NEUTRAL
The sentence describes a company's specialization in providing temporary electrification and heating at construction sites, which is a neutral statement without any overt positive or negative sentiment."
0,"( ADP News ) - Feb 6 , 2009 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR 19.2 million ( USD 24.6 m ) for 2008 from EUR 17.5 million for 2007 .","POSITIVE
The sentence is positive as it indicates an increase in net profit for the Finnish fishing tackle company Rapala VMC Corp from 2007 to 2008."
2,The transaction is planned to be financed with a EUR40m market-based loan granted by Standard Chartered Bank Hong Kong .,"POSITIVE
The sentence describes a planned transaction that is being financed with a market-based loan from a reputable bank, indicating a positive financial outlook."
2,Their names have not yet been released .,"NEGATIVE
The sentence indicates a lack of information being shared, which can be seen as negative as it implies a lack of transparency or communication."
2,The company website is www.ahlstrom.com .,"NEUTRAL
The sentence is neutral as it simply provides information about the company website without expressing any positive or negative sentiment."
0,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .,"POSITIVE
The sentence expresses a positive sentiment as it mentions the expansion of a company's business, indicating growth and success."
0,"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .","POSITIVE
The sentence contains positive sentiment as it highlights an increase in quarterly revenues for Tiimari, indicating growth and improvement in financial performance."
2,"Founded in 1923 , Finnair is one of the world 's oldest airlines and flies to 60 destinations with a fleet of 63 aircraft , employing 9,500 people .","POSITIVE
The sentence expresses positive sentiment by highlighting the long-standing history and extensive reach of Finnair as an airline."
2,"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .","NEUTRAL
The sentence provides factual information about CapMan's investment areas and dedicated teams without expressing any positive or negative sentiment."
2,Rental of building equipment accounted for 88 percent of the operating income .,"NEUTRAL
The sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
1,"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .","NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in the company's profit before taxes from EUR 35.8 mn in 2007 to EUR 21.1 mn in 2008."
2,The company then said it will focus its resources on clinical research .,"POSITIVE
The sentence expresses a positive sentiment as the company is focusing its resources on clinical research, indicating a proactive and beneficial decision."
2,"The fixed-term contract of Mr. Jarmo Ukonaho , the current General Manager of Incap 's Indian operations , will finish by the end of the year .","NEGATIVE
The sentence indicates a negative sentiment as it mentions the end of Mr. Jarmo Ukonaho's fixed-term contract, which implies a potential loss or change in leadership within Incap's Indian operations."
2,The deal is subject to approval by the Norwegian competition authorities .,"NEUTRAL
The sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .","POSITIVE
The sentence expresses a positive sentiment as it indicates a promotion for Jukka Niemi, which is typically seen as a positive career development."
0,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .","POSITIVE
The sentence expresses positive sentiment as it indicates growth in revenue, which is typically seen as a positive outcome for a company."
2,"In 2010 , Sanoma Magazines expects net sales to be at the 2009 level .","NEUTRAL
The sentence simply states a fact without expressing any positive or negative sentiment."
2,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .","NEUTRAL
The sentence is neutral as it simply lists the companies that the individual is currently a member of without expressing any positive or negative sentiment."
0,Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,"POSITIVE
The sentence expresses a positive sentiment as it reports a successful business deal where Cargotec Oyj won a contract worth EUR 13 million to deliver hatch covers for ships, indicating growth and success for the company."
2,"The sellers include 40 shareholders , including Intellibis management , employees and other investors .","NEUTRAL
This sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
0,"In 2008 , the deal is likely to bring savings of EUR 20mn-25mn .","POSITIVE
The sentence expresses a positive sentiment as it mentions the potential savings of EUR 20mn-25mn, indicating a beneficial outcome."
1,Operating profit for 2009 lower than outlook published earlier .,"NEGATIVE
The sentence expresses a negative sentiment as it indicates that the operating profit for 2009 is lower than expected, which is not a positive outcome."
2,"So far as is known , he did not sell shares that he owns personally .","NEUTRAL
The sentence is stating a fact without expressing any positive or negative sentiment."
0,"26 January 2011 - Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said yesterday its net loss narrowed to EUR500 ,000 in the last quarter of 2010 from EUR5 .3 m for the same period a year earlier .","NEGATIVE
The sentence is classified as 'NEGATIVE' because it mentions a net loss for the company, indicating a negative financial outcome."
2,"The customer is then forwarded to the site , and unknown to him logged in with the first number .","NEUTRAL
This sentence is providing a neutral description of a process without expressing any positive or negative sentiment."
0,"Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in both operating profit and net sales for the nine-month period, indicating growth and success in the business."
2,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,"NEUTRAL
The sentence is providing factual information about an event happening in the future without expressing any positive or negative sentiment."
2,Bluewin Security is available as a monthly subscription .,"NEUTRAL
This sentence is neutral as it simply states a fact about the availability of Bluewin Security as a monthly subscription without expressing any positive or negative sentiment."
0,`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,"POSITIVE
The sentence expresses a positive sentiment by using words like ""delighted"" and ""cooperation""."
1,Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,"NEGATIVE
The sentence expresses a negative sentiment as it reports a significant decrease in net profit from the previous year, indicating financial loss for the company."
0,"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in the sales of Lithuanian beer makers from the previous year, indicating growth and success in their business."
0,Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,"POSITIVE
The sentence expresses a positive sentiment as it indicates an increase in operating profit, which is generally seen as a positive outcome in business."
2,"Biohit Oyj develops , manufactures and markets liquid handling products and diagnostic test systems for use in research , healthcare and industrial laboratories .","NEUTRAL
The sentence provides factual information about the company Biohit Oyj and its products without expressing any positive or negative sentiment."
0,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,"POSITIVE
The sentence expresses a positive sentiment as it highlights the growth in Vacon's cash flow from operations, indicating financial success and improvement."
2,The turbines are expected to be launched by the end of 2012 .,"POSITIVE
The sentence expresses a positive sentiment as it indicates progress and completion of a project by a specific deadline."
2,"Tieto 's service is also used to send , process and receive materials related to absentee voting .","NEUTRAL
The sentence describes a neutral statement about the use of Tieto's service for sending, processing, and receiving materials related to absentee voting."
0,Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,"POSITIVE
The sentence expresses a positive sentiment as it discusses the potential cost savings that Rapala expects to achieve by centralizing its French operations at one site."
1,"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .","NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in the number of passengers flying the airline compared to the previous year."
2,"Kemira 's R&D organization comprises approximately 750 people , the company said .","NEUTRAL
This sentence is neutral as it simply provides factual information about the size of Kemira's R&D organization without expressing any positive or negative sentiment."
2,Profit after taxes totaled EUR 12.1 mn .,"POSITIVE
The sentence indicates a positive sentiment as it mentions a profit of EUR 12.1 million after taxes, which is a good financial outcome."
2,Negotiations with representatives of the personnel regarding the restructuring process have now been ended .,"NEGATIVE
The sentence indicates a negative sentiment as it suggests that the negotiations with personnel representatives have come to an end, implying potential conflict or dissatisfaction."
2,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars .","NEUTRAL
The sentence provides factual information about the locations of various units of the company without expressing any positive or negative sentiment."
0,"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .","POSITIVE
The sentence expresses a positive sentiment as it highlights an increase in both operating profit and net sales for the six-month period, indicating growth and success in the business."
2,In July it and Quadriga Capital sold their Lewa GmbH pump-making business to Japan 's Nikkiso Co. .,"NEUTRAL
This sentence is neutral as it simply states a business transaction without expressing any positive or negative sentiment."
2,"Tyrv+ñinen is of the opinion that the airline has been repeating this for some time already , however .","NEUTRAL
The sentence does not convey a clear positive or negative sentiment, but rather states a fact or opinion without expressing strong emotion."
1,"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .","NEGATIVE
The sentence expresses a negative sentiment as it discusses a financial loss."
2,"The executive said that countries such as Brazil , Chile , Argentina and Mexico will lead the adoption in the business Ethernet services segment , while Brazil and Mexico will be the early adopters of carrier Ethernet for mobile backhaul .","NEUTRAL
The sentence provides factual information about the adoption of Ethernet services in various countries, without expressing any positive or negative sentiment."
2,"Includes company and brand share data by category , as well as distribution channel data .","NEUTRAL
The sentence is neutral as it simply describes the type of data being discussed without expressing any positive or negative sentiment."
0,The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,"POSITIVE
The sentence expresses a positive sentiment as it describes the stock rising for a third consecutive day, indicating a positive trend in its performance."
0,That would be an increase from estimated sales of 117 million last year .,"POSITIVE
The sentence indicates a positive sentiment as it discusses an increase in sales, which is typically seen as a positive outcome in business."
2,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,"NEUTRAL
This sentence is providing factual information about a business transaction without expressing any positive or negative sentiment."
0,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .","NEGATIVE
The sentence indicates a negative sentiment as it mentions that markets had been expecting a poor performance, which is typically viewed as a negative outcome."
0,"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur .","POSITIVE
The sentence expresses a positive sentiment as it mentions Kone winning four orders in Saudi Arabia, United Arab Emirates, and Qatar worth 40 million euros, indicating success and business growth."
2,"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .","NEUTRAL
This sentence is providing factual information without expressing any positive or negative sentiment."
0,"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .","POSITIVE
The sentence indicates a positive sentiment as it shows an increase in earnings per share from a loss to a positive value."
0,"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .","POSITIVE
The sentence expresses positive sentiment as it highlights a significant increase in net profit for Teleste Oyj in 2010 compared to the previous year, as well as the company's decision to increase its dividend proposal."
2,The value of the multi-year agreement is over EUR 2mn a year .,"POSITIVE
The sentence expresses a positive sentiment as it highlights the high value of the multi-year agreement, indicating a successful and beneficial deal."
1,"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .","NEGATIVE
The sentence contains negative sentiment as it mentions a contraction in full-year sales and a lower operating profit margin compared to the previous year."
2,The markets expect Heineken to sell Hartwall as a whole or in parts .,"NEUTRAL
This sentence is conveying a neutral sentiment as it simply states a fact about the market's expectations regarding Heineken selling Hartwall either as a whole or in parts."
2,"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .","NEUTRAL
The sentence provides factual information about the capacity of the facility without expressing any positive or negative sentiment."
0,"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .","POSITIVE
The sentence indicates a positive sentiment as it mentions an improvement in sales, which is generally seen as a positive outcome in business."
2,"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .","POSITIVE
The sentence expresses a positive sentiment by highlighting the convenience and accessibility of using Mobile ID for both identity verification and voting in elections."
2,This release is not an offer of securities for sale into the United States or elsewhere .,"NEGATIVE
The sentence contains a negative sentiment as it explicitly states that the release is not an offer of securities for sale, which may be disappointing for potential investors."
2,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .","NEUTRAL
This sentence is neutral as it simply states a fact about North-Rhine Westphalia issuing a benchmark 5 year fixed rate deal in Euros."
2,"The share capital of Basware Corporation is 11,720,829 .","NEUTRAL
This sentence is neutral as it simply states a fact about the share capital of Basware Corporation without expressing any positive or negative sentiment."
2,"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling .","NEUTRAL
This sentence is neutral as it simply states the facts about FL Group's private equity division managing various operating companies without expressing any positive or negative sentiment."
1,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .","NEGATIVE
The sentence expresses a negative sentiment as it indicates a decrease in earnings per share, which is typically viewed unfavorably by investors and stakeholders."
2,About Dopplr Dopplr is a service for smart travellers .,"NEUTRAL
The sentence provides a neutral description of Dopplr as a service for smart travelers without expressing any positive or negative sentiment."
2,"Latin America currently accounts for approximately 40 % of sales at Tecnotree , company president and CEO Eero Mertano recently told BNamericas .","POSITIVE
The sentence is positive as it highlights the success and growth of Tecnotree in Latin America, with the company president and CEO mentioning that the region accounts for a significant portion of their sales."
