true_label,original_sent,text_output
0,"Both operating profit and turnover for the nine-month period increased , respectively from EUR2 .4 m and EUR43 .8 m , as compared to the corresponding period a year ago .","POSITIVE
The sentence indicates a positive sentiment as it mentions an increase in both operating profit and turnover for the nine-month period compared to the previous year."
2,Work on the assignment has already started and is due for completion in spring 2011 .,"Label: POSITIVE
Explanation: The sentence indicates progress and a timeline for completion, suggesting a positive sentiment towards the assignment."
1,"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in net cash flow from operating activities, which is considered a negative financial outcome."
2,The value of this kind of order amounts usually between Euro 2 and 3 million .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about the typical value range of a certain type of order, without expressing any positive or negative sentiment."
0,Return on equity stood at 18.3 % compared to 15.4 % in the third quarter of 2005 .,"Label: POSITIVE
Explanation: The sentence indicates an improvement in return on equity from 15.4% to 18.3%, which is a positive financial performance indicator."
0,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it reports an increase in net sales of EUR 41.8 mn, which is an increase of 11.2% from the previous year."
2,"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .","Label: NEUTRAL
Explanation: The sentence simply states a fact about the company's need for alloys in its production without expressing any positive or negative sentiment."
0,"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it describes London's leading shares jumping almost 100 points, or 1.7%, which is a significant increase in value."
1,"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .","NEGATIVE
The sentence expresses negative sentiment as it discusses the financial loss incurred by the airline due to flight cancellations and the closure of European airspace."
2,The company also equipped the sculptural complex Rabochy i Kolkhoznitsa A Worker and a Collective Farmer in Moscow with snow melting system .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about the company equipping a sculptural complex with a snow melting system, without expressing any positive or negative sentiment."
2,"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .","Label: NEUTRAL
Explanation: The sentence simply states the actions taken by the Board, without expressing any positive or negative sentiment."
2,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .","NEGATIVE
The closure of the plant in Espoo and the relocation of production lines indicate a negative impact on the company's operations and potentially on the workforce in Espoo."
2,Also the development of online businesses will continue .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment towards the development of online businesses, suggesting that it will continue to progress in a favorable manner."
2,The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities .,"Label: NEUTRAL
Explanation: The sentence simply states a business decision being considered by the company without expressing any positive or negative sentiment."
2,`` This could be us .,"POSITIVE
The sentiment in the sentence is positive as it implies a sense of possibility and potential for a positive outcome."
2,Terms were not disclosed .,"Label: NEUTRAL
Explanation: The sentence does not convey any positive or negative sentiment, simply stating that the terms were not disclosed."
0,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions an increase in net profit from the previous year."
1,"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .","Label: NEGATIVE
Explanation: The sentence expresses a negative sentiment as it discusses the challenges the company is facing due to higher oil and gas prices, which have increased the cost of energy, raw materials, and transportation."
0,Return on investment was 16.6 % compared to 15.8 % in 2004 .,"POSITIVE
The sentence indicates an improvement in return on investment from the previous year, which is a positive sentiment."
0,Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it describes an increase in net profit for Componenta Oyj from the first quarter of 2006 to the first quarter of 2007."
0,HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. .,"Label: POSITIVE
Explanation: The sentence indicates a successful business transaction where KCI Konecranes has won an order, which is a positive development for the company."
1,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in operating profit from the corresponding period in 2008, which is a negative sentiment."
1,Pharmaceuticals group Orion Corp reported a fall in its third-quarter earnings that were hit by larger expenditures on R&D and marketing .,"Label: NEGATIVE
Explanation: The sentence indicates a negative sentiment as it mentions a fall in earnings due to larger expenditures on R&D and marketing."
2,The issuer is solely responsible for the content of this announcement .,"Label: NEUTRAL
Explanation: The sentence is providing a factual statement without expressing any positive or negative sentiment."
2,The size of a cider bottle will remain unchanged .,"Label: NEUTRAL
Explanation: The sentence does not convey any strong positive or negative sentiment, simply stating that the size of a cider bottle will remain unchanged."
2,"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions the addition of EUR 25.8 million of goodwill to the group's balance sheet."
2,"BAVARIA Industriekapital AG 's 2006 revenues were EUR 333 million , with an EBITDA of EUR 51 million .","Label: POSITIVE
Explanation: The sentence provides positive information about BAVARIA Industriekapital AG's 2006 revenues and EBITDA, indicating a successful financial performance."
2,"`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said .","Label: NEUTRAL
Explanation: The sentence does not convey a strong positive or negative sentiment, but rather states a decision based on certain findings."
0,Marimekko Group 's full-year net sales are estimated to increase by about 10 % .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions an estimated increase in net sales for Marimekko Group by about 10%."
2,The value of the deal has not been disclosed .,"Label: NEUTRAL
Explanation: The sentence does not convey any positive or negative sentiment, it simply states a fact that the value of the deal has not been disclosed."
2,"The facility will be used to refinance Citycon 's existing credit facility , the company said .","Label: NEUTRAL
Explanation: The sentence simply states a fact about the intended use of the facility without expressing any positive or negative sentiment."
2,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+ñrvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy .","Label: NEUTRAL
Explanation: The sentence simply lists the companies that the individual is a member of without expressing any positive or negative sentiment."
0,"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions an increase in net sales, even after adjusting for changes in the Group structure."
2,"The purchase price will be paid in cash upon the closure of the transaction , scheduled for April 1 , 2009 .","Label: NEUTRAL
Explanation: The sentence simply states a fact about the payment method and schedule of a transaction without expressing any positive or negative sentiment."
0,"Talentum expects that the net sales of its core business will increase in 2008 , compared to 2007 .","Label: POSITIVE
Explanation: The sentence expresses a positive sentiment as Talentum expects an increase in net sales for its core business in 2008 compared to the previous year."
2,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros .","NEUTRAL
The sentence is neutral as it simply states a financial transaction without expressing any positive or negative sentiment."
1,"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri","Label: NEGATIVE
Explanation: The sentence indicates a negative sentiment as it mentions that the net loss of the company widened in the first quarter of 2009."
2,Vacon controls a further 5 % of the company via investment fund Power Fund I. EUR 1.0 = USD 1.397,"NEUTRAL
The sentence provides factual information about Vacon's investment in the company via an investment fund, without expressing any positive or negative sentiment."
2,"The contract includes software licences , application maintenance and training .","NEUTRAL
The sentence is neutral as it simply states the components of the contract without expressing any positive or negative sentiment."
0,Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,"Label: POSITIVE
Explanation: The sentence indicates that Finnish construction group Lemmink+ñinen has been awarded two road building contracts, which is a positive development for the company."
0,"The earnings per share for the quarter came in at 0.25 eur , up from the 0.20 eur of the same quarter a year earlier .","Label: POSITIVE
Explanation: The sentence indicates an increase in earnings per share from the previous year, which is a positive financial outcome."
0,"Net interest income totaled EUR 15.9 mn , compared to EUR 15.6 mn a year earlier .","Label: POSITIVE
Explanation: The sentence provides a comparison showing an increase in net interest income from the previous year, indicating a positive financial outcome."
0,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki .","Label: NEGATIVE
Explanation: The sentence indicates that the markets were expecting a poor performance, which is a negative sentiment."
0,The acquisition will have an immediate positive impact on Aspocomp 's financial result .,"Label: POSITIVE
Explanation: The sentence indicates that the acquisition will have a positive impact on Aspocomp's financial result, suggesting a favorable outcome."
2,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,"Label: POSITIVE
Explanation: The sentence indicates that Nordea Liising, the bank's leasing arm, ended the year with a profit of 4.4 million euros, which is a positive financial outcome."
1,"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in Group EBIT compared to the same period in 2009, which is a negative sentiment."
0,Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,"Label: POSITIVE
Explanation: The sentence indicates an increase in operating profit, which is a positive financial outcome."
0,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .","Label: POSITIVE
Explanation: The sentence indicates that sales and project resources of Systeemitiimi will be strengthened, which is a positive development."
0,"Previously , the company anticipated its operating profit to improve over the same period .","POSITIVE
The sentence expresses a positive sentiment as it indicates an improvement in the company's operating profit over a certain period."
0,Return on capital employed rose by 4.8 percentage points to 19.6 % .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in return on capital employed, which is a favorable financial indicator."
1,"Finnish textiles and clothing group Marimekko Oyj posted a net profit of 7.99 mln euro $ 10.4 mln for 2006 , compared to 8.4 mln euro $ 10.9 mln for 2005 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in net profit from the previous year, which is typically viewed as a negative financial outcome."
1,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in sales, which is a negative sentiment in a business context."
2,The reductions will be concluded by autumn 2010 .,"Label: NEUTRAL
Explanation: The sentence is providing information about a future event without expressing any positive or negative sentiment."
2,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .","Label: POSITIVE
Explanation: The sentence indicates a positive financial development where Scandinavian lenders have provided a significant line of credit to Lemminkainen Oyj, a Finnish construction firm."
2,"Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .","Label: POSITIVE
Explanation: The sentence provides information about CapMan being established in 1989 and managing various funds with a significant amount of capital, indicating a successful and thriving business."
2,The order also includes start-up and commissioning services .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about the order including start-up and commissioning services, without expressing any positive or negative sentiment."
1,Pretax profit decreased to EUR 33.8 mn from EUR 40.8 mn in the fourth quarter of 2005 .,"Label: NEGATIVE
Explanation: The sentence indicates a decrease in pretax profit, which is a negative financial outcome."
2,Related links : Flexiblebaseloadoperation TheWartsila32generating set Gasconversions This is the shorter of two versions of this press release .,"NEUTRAL
The sentence is providing information about related links and a press release, without expressing any positive or negative sentiment."
2,The closing of such transaction took place today .,"Label: NEUTRAL
Explanation: The sentence simply states a fact without expressing any positive or negative sentiment."
0,Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,"POSITIVE
The sentence indicates a positive sentiment as it describes an increase in net sales from the previous year."
0,Unit costs for flight operations fell by 6.4 percent .,"Label: NEGATIVE
Explanation: The decrease in unit costs for flight operations indicates a negative sentiment as it implies a reduction in efficiency or profitability."
1,"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .","Label: NEGATIVE
Explanation: The sentence indicates a negative sentiment as it mentions that net sales for the first quarter were notably lower than the previous year, specifically in certain regions."
2,"The other seats would go to Edgar Edmonds , an American with experience of the clothing and retail industry , and Christian Fischer , an Austrian with experience in the winter sports goods business .","Label: NEUTRAL
Explanation: The sentence provides factual information about the individuals who would occupy the other seats, without expressing any positive or negative sentiment."
2,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,"POSITIVE
The sentence discusses the invention of hydrocarbon components suitable for aviation fuels, indicating progress and advancement in the field."
0,SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as Alandsbanken has given a ""buy"" recommendation on SKF AB with a share price target of SEK150, suggesting confidence in the company's performance."
2,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,"NEUTRAL
The sentence is providing information about a proposal by the Board of Directors, without expressing any positive or negative sentiment."
2,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group .","Label: NEUTRAL
Explanation: The sentence simply provides information about the continuation of two businesses under specific brands within the Peab Group, without expressing any positive or negative sentiment."
2,The previous offer was 3.4 % of voting rights and 12.3 % of capital .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about the previous offer without expressing any positive or negative sentiment."
0,HELSINKI AFX - Outokumpu said its technology unit has won a 28 mln eur contract from Bosnia-Herzegovina 's Aluminij dd Mostar to upgrade an anode plant .,"Label: POSITIVE
Explanation: The sentence indicates a successful contract win for Outokumpu's technology unit, which is a positive development for the company."
2,`` We could be there .,"NEUTRAL
The sentiment in the sentence is neutral as it does not express any strong positive or negative emotion."
2,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .","NEUTRAL
The sentence is providing factual information about the price talk in the mid-market swaps, mentioning the leads involved in the transaction. There is no clear positive or negative sentiment expressed."
2,The trade is in accordance with the agreement announced on 26 March 2008 .,"Label: NEUTRAL
Explanation: The sentence simply states a fact without expressing any positive or negative sentiment."
1,The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,"Label: NEGATIVE
Explanation: The sentence indicates a negative sentiment as it mentions a major loss of more than half a billion kroons for the fifth quarter in a row."
2,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share .","Label: POSITIVE
Explanation: The sentence indicates a positive action of selling shares to key staff members, which can be seen as a sign of trust and investment in the company's future."
2,"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .","NEUTRAL
The sentence provides factual information about a personnel transfer without expressing any positive or negative sentiment."
0,"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights a significant increase in net sales by 18.5% to EUR167.8 million, with additional sales coming from acquisitions made in 2009."
2,Combined net sales in 2006 were $ 27 million and EBITDA was $ 13.7 million .,"Label: POSITIVE
Explanation: The sentence provides positive information about the company's financial performance in 2006, stating that the combined net sales were $27 million and EBITDA was $13.7 million."
1,"Jan. 6 -- Ford is struggling in the face of slowing truck and SUV sales and a surfeit of up-to-date , gotta-have cars .","Label: NEGATIVE
Explanation: The sentence indicates that Ford is facing challenges due to slowing truck and SUV sales, which suggests a negative sentiment towards the company's current situation."
2,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .","Label: NEUTRAL
Explanation: The sentence provides factual information about the equipment being designated to a specific logistics terminal in Ivory Coast with a scheduled delivery date, without expressing any positive or negative sentiment."
1,"JP Morgan expects that Scala will lower Nobel Biocare 's growth forecast for 2007 from the current guidance of 23-25 pct , as well as the operating margin target from the current 34-35 pct .","Label: NEGATIVE
Explanation: The sentence indicates that JP Morgan expects a decrease in Nobel Biocare's growth forecast and operating margin target for 2007, which is considered negative in terms of financial performance."
2,"The Annual General Meeting approved that the yearly remuneration for the members of the Board of Directors shall remain at EUR 40.000 for the Chairman of the Board , EUR 30.000 for the Deputy Chairman of the Board and EUR 20.000 for other members of the Board .","NEUTRAL
The sentence provides factual information about the approved yearly remuneration for the members of the Board of Directors without expressing any positive or negative sentiment."
0,Operating profit of the Asian plants grew markedly .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions that the operating profit of the Asian plants grew markedly, showing improvement and success in the financial performance."
2,We offer our customers solutions based on renewable raw materials .,"Label: POSITIVE
Explanation: The sentence expresses a positive sentiment by highlighting the use of renewable raw materials in offering solutions to customers, which is environmentally friendly and sustainable."
2,A meeting of Glisten shareholders to vote on the bid will be held on 12 March .,"Label: NEUTRAL
Explanation: The sentence simply states a factual event without expressing any positive or negative sentiment."
0,"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in operating profit, showing improvement in financial performance."
2,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012 .","Label: NEUTRAL
Explanation: The sentence simply states a transaction detail without expressing any positive or negative sentiment."
2,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .","Label: NEUTRAL
Explanation: The sentence simply provides a description of the product portfolio without expressing any positive or negative sentiment."
0,"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions an increase in operating profit from a loss in the previous year."
1,Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,"Label: NEGATIVE
Explanation: The sentence indicates a decrease in net profit for Glaston in the third quarter of 2007 compared to the corresponding period in 2006, which is a negative sentiment."
2,"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .","Label: NEUTRAL
Explanation: The sentence provides factual information about the ownership stakes of Telecominvest in various companies without expressing any positive or negative sentiment."
1,"Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in operating profit from the previous year, which is a negative sentiment in terms of financial performance."
0,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in the proposed dividend from Neste Oil's board for the full-year 2007 compared to the previous year."
2,Neste Shipping is the most likely to remain Finnish as the oil sector and its transports are significant for emergency supply .,"Label: POSITIVE
Explanation: The sentence highlights the importance of Neste Shipping remaining Finnish due to the significance of the oil sector and its transports for emergency supply, indicating a positive sentiment towards the company's role in the industry."
1,"Publishing Sweden 's operating loss was EUR 1.1 mn in Q1 of 2009 , compared to a profit of EUR 0.6 mn a year ago .","Label: NEGATIVE
Explanation: The sentence indicates a negative sentiment as it mentions an operating loss for Publishing Sweden in Q1 of 2009 compared to a profit in the previous year."
1,"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .","Label: NEGATIVE
Explanation: The sentence indicates a decrease in profit from the previous year, resulting in an operating loss."
2,"In his current position , Manty has worked since 1996 .","NEUTRAL
The sentence is neutral as it simply states a fact without expressing any positive or negative sentiment."
2,The Oulu plant employs approximately 120 people .,"Label: NEUTRAL
Explanation: This sentence simply states a fact about the number of people employed at the Oulu plant without expressing any positive or negative sentiment."
2,"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .","NEUTRAL
The sentence provides historical information about the formation of Fiskars Corporation without expressing any positive or negative sentiment."
0,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .","Label: POSITIVE
Explanation: The sentence indicates a positive change in cash flow from operations, with a total of EUR 2.71 million compared to a negative EUR 0.83 million in the corresponding period in 2008."
2,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .","Label: NEUTRAL
Explanation: The sentence does not express a clear positive or negative sentiment, it simply states a fact about the number of surveillance cameras being managed by the company."
2,"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .","Label: NEUTRAL
Explanation: The sentence provides a technical description of how the maximum grade of the veneer yield is calculated, without expressing any positive or negative sentiment."
2,"The maximum obligated total trades per day is ISK 400,000,000 market value .","Label: NEUTRAL
Explanation: The sentence simply states a fact about the maximum obligated total trades per day without expressing any positive or negative sentiment."
2,"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .","Label: NEUTRAL
Explanation: The sentence simply lists the different segments through which the company operates without expressing any positive or negative sentiment."
2,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .","NEUTRAL
The sentence is providing factual information about Neste Oil's upcoming financial report, without expressing any positive or negative sentiment."
2,The company reiterates its outlook for 2009 .,"Label: NEUTRAL
Explanation: The sentence does not convey a strong positive or negative sentiment, it simply states that the company is reiterating its outlook for 2009."
2,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .","NEUTRAL
The sentence provides factual information about the building and its tenants without expressing any positive or negative sentiment."
2,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .,"Label: NEUTRAL
Explanation: The sentence simply states a fact without expressing any positive or negative sentiment."
2,"On preliminary estimate , the hotel will operate under the brand Novotel .","NEUTRAL
The sentence is providing factual information without expressing any positive or negative sentiment."
2,"The firm 's UK head office is in Rugby Road , Lutterworth .","NEUTRAL
The sentence simply states a fact about the location of the firm's UK head office without expressing any positive or negative sentiment."
2,SHARE REPURCHASE 11.01.2008 In the Helsinki Stock Exchange On behalf of Sampo plc Danske Bank A-S Helsinki Branch,"NEUTRAL
The sentence is providing factual information about a share repurchase transaction without expressing any sentiment."
2,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,"Label: POSITIVE
Explanation: The sentence provides positive information about the company's performance, including high net sales and a healthy operating margin in 2006."
2,Okmetic revised its 2010 financial outlook based on its order book .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about Okmetic revising its financial outlook based on its order book, without expressing any positive or negative sentiment."
2,"The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema .","NEUTRAL
The sentence describes the features of The Point Village without expressing any positive or negative sentiment."
2,"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .","Label: NEUTRAL
Explanation: The sentence simply provides information about the location of a new apartment block being constructed, without expressing any positive or negative sentiment."
0,"However , the proportion of the paid standing orders grew in 2009 .","Label: POSITIVE
Explanation: The sentence indicates a growth in the proportion of paid standing orders in 2009, which is a positive development."
0,"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .","Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it highlights an increase in the company's net profit and sales compared to the previous year."
2,"Tecnotree 's convergent charging solution includes functionality for prepaid and post-paid billing , charging and rating of voice calls , video calls and raw data traffic for both mobile and fixed networks .","Label: NEUTRAL
Explanation: The sentence provides factual information about Tecnotree's convergent charging solution without expressing any positive or negative sentiment."
0,Finnish KCI Konecranes has been awarded an order for four hot metal ladle cranes by Indian steel producer Bhushan Steel & Strips to be delivered in 2007 .,"Label: POSITIVE
Explanation: The sentence indicates a positive development for KCI Konecranes as they have been awarded an order, which signifies business growth and potential revenue."
2,The deal was worth about EUR 1.2 mn .,"Label: POSITIVE
Explanation: The sentence indicates a positive sentiment as it mentions a deal worth EUR 1.2 million, which implies a successful financial transaction."
2,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .","NEUTRAL
The sentence provides factual information about Incap, without expressing any positive or negative sentiment."
2,HK Ruokatalo 's target is to know the consumers .,"Label: NEUTRAL
Explanation: The sentence does not convey a clear positive or negative sentiment, it simply states the target of HK Ruokatalo to understand consumers."
2,"Incap Corporation Stock Exchange Announcement 29 April 2010 at 1 p.m. INVITATION TO A NEWS CONFERENCE ON INCAP 'S INTERIM REPORT Q1-2010 Incap will publish its interim report for January-March 2010 on Wednesday , 5 May 2010 .","NEUTRAL
The sentence is providing information about an upcoming news conference and the release date of a company's interim report, without expressing any positive or negative sentiment."
2,"The company designs , manufactures and markets advanced composite products for industrial applications and consumer goods such as cross-country , alpine and Nordic Walking poles , floorball sticks and antenna radomes .","Label: POSITIVE
Explanation: The sentence describes the company's activities in designing, manufacturing, and marketing advanced composite products for various applications, indicating a positive sentiment towards the company's capabilities and product range."
2,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .","Label: POSITIVE
Explanation: The sentence highlights the convenience and efficiency of using one device for multiple applications, which is seen as a positive aspect."
2,"Following the demerger , the vice president of the group 's pharmaceutical trade in Finland , Jukka Niemi , will be appointed managing director of Oriola in addition to his current responsibilities .","Label: NEUTRAL
Explanation: The sentence provides factual information about a business decision without expressing any positive or negative sentiment."
2,"The composite body is coated with a hard coating layer produced by thermal spraying , and the coating is ground . ''","Label: NEUTRAL
Explanation: The sentence simply describes a process of coating a composite body with a hard coating layer and then grinding the coating, without expressing any positive or negative sentiment."
1,The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,"Label: NEGATIVE
Explanation: The sentence indicates a decrease in sales, which is a negative sentiment in terms of business performance."
1,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,"Label: NEGATIVE
Explanation: The sentence indicates a significant decrease in consolidated pretax profit, which is a negative financial outcome."
2,"The order also covers design services , hardware , software licences , as well as maintenance services over six years .","NEUTRAL
The sentence provides factual information about the components covered by the order without expressing any positive or negative sentiment."
2,Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,"POSITIVE
The sentence indicates a positive sentiment as it talks about a construction project being scheduled to start and be completed within a specific timeframe."
2,Bertrand Sciard has been the vice chairman of the board of directors of Aldata Solution since April 2007 .,"Label: NEUTRAL
Explanation: The sentence simply states a fact about Bertrand Sciard's position as the vice chairman of the board of directors of Aldata Solution since April 2007 without expressing any positive or negative sentiment."
2,Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,"NEUTRAL
The sentence is providing factual information about the release of annual reports and financial statements, without expressing any positive or negative sentiment."
